cue target 1930, cosine similarity=0.09
speaker house 1960, cosine similarity=0.28
speaker house 1970, cosine similarity=0.26
speaker house 1980, cosine similarity=0.24

speaker orator 1930, cosine similarity=0.36
speaker orator 1940, cosine similarity=0.34
speaker orator 1950, cosine similarity=0.32
speaker orator 1960, cosine similarity=0.21
speaker orator 1970, cosine similarity=0.22
speaker orator 1980, cosine similarity=0.19

speaker professor 1930, cosine similarity=0.16
speaker professor 1940, cosine similarity=0.15
speaker professor 1950, cosine similarity=0.16
speaker professor 1960, cosine similarity=0.18
speaker professor 1970, cosine similarity=0.16
speaker professor 1980, cosine similarity=0.16

speaker voice 1930, cosine similarity=0.29
speaker voice 1940, cosine similarity=0.30
speaker voice 1950, cosine similarity=0.27
speaker voice 1960, cosine similarity=0.31
speaker voice 1970, cosine similarity=0.27
speaker voice 1980, cosine similarity=0.21

special important 1930, cosine similarity=0.10
special important 1940, cosine similarity=0.12
special important 1950, cosine similarity=0.08
special important 1960, cosine similarity=0.20
special important 1970, cosine similarity=0.15
special important 1980, cosine similarity=0.20

special person 1930, cosine similarity=0.13
special person 1940, cosine similarity=0.02
special person 1950, cosine similarity=0.14
special person 1960, cosine similarity=0.14
special person 1970, cosine similarity=0.13
special person 1980, cosine similarity=0.14

special unique 1930, cosine similarity=0.23
special unique 1940, cosine similarity=0.30
special unique 1950, cosine similarity=0.34
special unique 1960, cosine similarity=0.33
special unique 1970, cosine similarity=0.35
special unique 1980, cosine similarity=0.36

special different 1930, cosine similarity=0.14
special different 1940, cosine similarity=0.15
special different 1950, cosine similarity=0.12
special different 1960, cosine similarity=0.12
special different 1970, cosine similarity=0.14
special different 1980, cosine similarity=0.11

special exceptional 1930, cosine similarity=0.30
special exceptional 1940, cosine similarity=0.44
special exceptional 1950, cosine similarity=0.43
special exceptional 1960, cosine similarity=0.44
special exceptional 1970, cosine similarity=0.40
special exceptional 1980, cosine similarity=0.38

special love 1930, cosine similarity=-0.09
special love 1940, cosine similarity=-0.02
special love 1950, cosine similarity=-0.05
special love 1960, cosine similarity=-0.08
special love 1970, cosine similarity=-0.05
special love 1980, cosine similarity=0.01

special order 1930, cosine similarity=0.12
special order 1940, cosine similarity=0.03
special order 1950, cosine similarity=0.07
special order 1960, cosine similarity=0.12
special order 1970, cosine similarity=0.06
special order 1980, cosine similarity=0.10

special child 1930, cosine similarity=0.14
special child 1940, cosine similarity=0.08
special child 1950, cosine similarity=0.12
special child 1960, cosine similarity=0.10
special child 1970, cosine similarity=0.06
special child 1980, cosine similarity=0.14

special dear 1930, cosine similarity=-0.12
special dear 1940, cosine similarity=-0.06
special dear 1950, cosine similarity=-0.13
special dear 1960, cosine similarity=-0.11
special dear 1970, cosine similarity=-0.11
special dear 1980, cosine similarity=0.03

special favorite 1930, cosine similarity=0.07
special favorite 1940, cosine similarity=0.04
special favorite 1950, cosine similarity=0.02
special favorite 1960, cosine similarity=0.08
special favorite 1970, cosine similarity=0.11
special favorite 1980, cosine similarity=0.12

special meaningful 1930, cosine similarity=-0.03
special meaningful 1940, cosine similarity=0.02
special meaningful 1950, cosine similarity=-0.02
special meaningful 1960, cosine similarity=0.03
special meaningful 1970, cosine similarity=0.01
special meaningful 1980, cosine similarity=-0.00

special nice 1930, cosine similarity=-0.04
special nice 1940, cosine similarity=-0.05
special nice 1950, cosine similarity=0.02
special nice 1960, cosine similarity=-0.04
special nice 1970, cosine similarity=0.01
special nice 1980, cosine similarity=0.12

special power 1930, cosine similarity=0.03
special power 1940, cosine similarity=0.06
special power 1950, cosine similarity=0.07
special power 1960, cosine similarity=0.03
special power 1970, cosine similarity=0.01
special power 1980, cosine similarity=0.04

special wonderful 1930, cosine similarity=-0.03
special wonderful 1940, cosine similarity=0.08
special wonderful 1950, cosine similarity=0.04
special wonderful 1960, cosine similarity=0.02
special wonderful 1970, cosine similarity=-0.03
special wonderful 1980, cosine similarity=0.17

special boyfriend 1930, cosine similarity=0.00
special boyfriend 1940, cosine similarity=0.00
special boyfriend 1950, cosine similarity=0.00
special boyfriend 1960, cosine similarity=0.00
special boyfriend 1970, cosine similarity=-0.07
special boyfriend 1980, cosine similarity=-0.01

special gifted 1930, cosine similarity=0.21
special gifted 1940, cosine similarity=0.19
special gifted 1950, cosine similarity=0.16
special gifted 1960, cosine similarity=0.19
special gifted 1970, cosine similarity=0.19
special gifted 1980, cosine similarity=0.21

special me 1930, cosine similarity=-0.03
special me 1940, cosine similarity=-0.03
special me 1950, cosine similarity=0.04
special me 1960, cosine similarity=0.01
special me 1970, cosine similarity=0.02
special me 1980, cosine similarity=0.07

special occasion 1930, cosine similarity=0.13
special occasion 1940, cosine similarity=0.23
special occasion 1950, cosine similarity=0.16
special occasion 1960, cosine similarity=0.17
special occasion 1970, cosine similarity=0.23
special occasion 1980, cosine similarity=0.21

special precious 1930, cosine similarity=-0.02
special precious 1940, cosine similarity=0.01
special precious 1950, cosine similarity=-0.03
special precious 1960, cosine similarity=-0.06
special precious 1970, cosine similarity=0.01
special precious 1980, cosine similarity=0.06

special television 1930, cosine similarity=0.10
special television 1940, cosine similarity=0.13
special television 1950, cosine similarity=0.04
special television 1960, cosine similarity=0.07
special television 1970, cosine similarity=0.08
special television 1980, cosine similarity=0.02

specific general 1930, cosine similarity=0.20
specific general 1940, cosine similarity=0.15
specific general 1950, cosine similarity=0.18
specific general 1960, cosine similarity=0.15
specific general 1970, cosine similarity=0.13
specific general 1980, cosine similarity=0.17

specific exact 1930, cosine similarity=0.15
specific exact 1940, cosine similarity=0.12
specific exact 1950, cosine similarity=0.20
specific exact 1960, cosine similarity=0.20
specific exact 1970, cosine similarity=0.19
specific exact 1980, cosine similarity=0.18

specific vague 1930, cosine similarity=0.13
specific vague 1940, cosine similarity=0.10
specific vague 1950, cosine similarity=0.09
specific vague 1960, cosine similarity=0.16
specific vague 1970, cosine similarity=0.12
specific vague 1980, cosine similarity=0.18

specific precise 1930, cosine similarity=0.21
specific precise 1940, cosine similarity=0.21
specific precise 1950, cosine similarity=0.28
specific precise 1960, cosine similarity=0.33
specific precise 1970, cosine similarity=0.34
specific precise 1980, cosine similarity=0.29

specific detail 1930, cosine similarity=0.09
specific detail 1940, cosine similarity=0.11
specific detail 1950, cosine similarity=0.17
specific detail 1960, cosine similarity=0.18
specific detail 1970, cosine similarity=0.14
specific detail 1980, cosine similarity=0.16

specific certain 1930, cosine similarity=0.19
specific certain 1940, cosine similarity=0.28
specific certain 1950, cosine similarity=0.28
specific certain 1960, cosine similarity=0.34
specific certain 1970, cosine similarity=0.31
specific certain 1980, cosine similarity=0.35

specific particular 1930, cosine similarity=0.34
specific particular 1940, cosine similarity=0.40
specific particular 1950, cosine similarity=0.51
specific particular 1960, cosine similarity=0.50
specific particular 1970, cosine similarity=0.51
specific particular 1980, cosine similarity=0.56

specific answer 1930, cosine similarity=0.10
specific answer 1940, cosine similarity=0.16
specific answer 1950, cosine similarity=0.12
specific answer 1960, cosine similarity=0.18
specific answer 1970, cosine similarity=0.18
specific answer 1980, cosine similarity=0.16

specific definite 1930, cosine similarity=0.40
specific definite 1940, cosine similarity=0.37
specific definite 1950, cosine similarity=0.37
specific definite 1960, cosine similarity=0.36
specific definite 1970, cosine similarity=0.35
specific definite 1980, cosine similarity=0.34

specific one 1930, cosine similarity=0.02
specific one 1940, cosine similarity=0.06
specific one 1950, cosine similarity=-0.02
specific one 1960, cosine similarity=0.09
specific one 1970, cosine similarity=0.03
specific one 1980, cosine similarity=0.08

specific point 1930, cosine similarity=0.11
specific point 1940, cosine similarity=0.11
specific point 1950, cosine similarity=0.17
specific point 1960, cosine similarity=0.21
specific point 1970, cosine similarity=0.12
specific point 1980, cosine similarity=0.10

specific thing 1930, cosine similarity=0.02
specific thing 1940, cosine similarity=0.00
specific thing 1950, cosine similarity=0.01
specific thing 1960, cosine similarity=0.06
specific thing 1970, cosine similarity=0.00
specific thing 1980, cosine similarity=0.03

specific brood 1930, cosine similarity=-0.04
specific brood 1940, cosine similarity=-0.07
specific brood 1950, cosine similarity=-0.11
specific brood 1960, cosine similarity=-0.04
specific brood 1970, cosine similarity=-0.12
specific brood 1980, cosine similarity=-0.09

specific accurate 1930, cosine similarity=0.14
specific accurate 1940, cosine similarity=0.18
specific accurate 1950, cosine similarity=0.07
specific accurate 1960, cosine similarity=0.14
specific accurate 1970, cosine similarity=0.14
specific accurate 1980, cosine similarity=0.12

specific different 1930, cosine similarity=0.10
specific different 1940, cosine similarity=0.18
specific different 1950, cosine similarity=0.21
specific different 1960, cosine similarity=0.25
specific different 1970, cosine similarity=0.25
specific different 1980, cosine similarity=0.25

specific distinct 1930, cosine similarity=0.13
specific distinct 1940, cosine similarity=0.21
specific distinct 1950, cosine similarity=0.15
specific distinct 1960, cosine similarity=0.19
specific distinct 1970, cosine similarity=0.19
specific distinct 1980, cosine similarity=0.23

specific pinpoint 1930, cosine similarity=0.00
specific pinpoint 1940, cosine similarity=0.00
specific pinpoint 1950, cosine similarity=0.01
specific pinpoint 1960, cosine similarity=0.18
specific pinpoint 1970, cosine similarity=0.21
specific pinpoint 1980, cosine similarity=0.18

specific small 1930, cosine similarity=0.01
specific small 1940, cosine similarity=0.05
specific small 1950, cosine similarity=-0.02
specific small 1960, cosine similarity=0.08
specific small 1970, cosine similarity=0.05
specific small 1980, cosine similarity=0.14

specific sure 1930, cosine similarity=-0.06
specific sure 1940, cosine similarity=-0.06
specific sure 1950, cosine similarity=-0.05
specific sure 1960, cosine similarity=0.01
specific sure 1970, cosine similarity=-0.01
specific sure 1980, cosine similarity=0.00

specific unspecific 1930, cosine similarity=0.00
specific unspecific 1940, cosine similarity=0.00
specific unspecific 1950, cosine similarity=0.00
specific unspecific 1960, cosine similarity=0.00
specific unspecific 1970, cosine similarity=0.00
specific unspecific 1980, cosine similarity=0.00

speech talk 1930, cosine similarity=0.12
speech talk 1940, cosine similarity=0.17
speech talk 1950, cosine similarity=0.13
speech talk 1960, cosine similarity=0.12
speech talk 1970, cosine similarity=0.10
speech talk 1980, cosine similarity=0.10

speech impediment 1930, cosine similarity=0.26
speech impediment 1940, cosine similarity=0.24
speech impediment 1950, cosine similarity=0.24
speech impediment 1960, cosine similarity=0.22
speech impediment 1970, cosine similarity=0.19
speech impediment 1980, cosine similarity=0.21

speech lecture 1930, cosine similarity=0.24
speech lecture 1940, cosine similarity=0.25
speech lecture 1950, cosine similarity=0.29
speech lecture 1960, cosine similarity=0.25
speech lecture 1970, cosine similarity=0.24
speech lecture 1980, cosine similarity=0.24

speech class 1930, cosine similarity=-0.01
speech class 1940, cosine similarity=0.01
speech class 1950, cosine similarity=0.07
speech class 1960, cosine similarity=0.03
speech class 1970, cosine similarity=-0.02
speech class 1980, cosine similarity=-0.00

speech therapy 1930, cosine similarity=0.06
speech therapy 1940, cosine similarity=0.12
speech therapy 1950, cosine similarity=0.23
speech therapy 1960, cosine similarity=0.20
speech therapy 1970, cosine similarity=0.19
speech therapy 1980, cosine similarity=0.14

speech language 1930, cosine similarity=0.31
speech language 1940, cosine similarity=0.29
speech language 1950, cosine similarity=0.37
speech language 1960, cosine similarity=0.36
speech language 1970, cosine similarity=0.38
speech language 1980, cosine similarity=0.37

speech boring 1930, cosine similarity=0.03
speech boring 1940, cosine similarity=-0.01
speech boring 1950, cosine similarity=0.02
speech boring 1960, cosine similarity=0.01
speech boring 1970, cosine similarity=0.04
speech boring 1980, cosine similarity=-0.05

speech president 1930, cosine similarity=0.16
speech president 1940, cosine similarity=0.19
speech president 1950, cosine similarity=0.15
speech president 1960, cosine similarity=0.14
speech president 1970, cosine similarity=0.19
speech president 1980, cosine similarity=0.16

speech words 1930, cosine similarity=0.30
speech words 1940, cosine similarity=0.34
speech words 1950, cosine similarity=0.28
speech words 1960, cosine similarity=0.32
speech words 1970, cosine similarity=0.30
speech words 1980, cosine similarity=0.20

speech nervous 1930, cosine similarity=0.12
speech nervous 1940, cosine similarity=0.08
speech nervous 1950, cosine similarity=0.12
speech nervous 1960, cosine similarity=0.12
speech nervous 1970, cosine similarity=0.10
speech nervous 1980, cosine similarity=0.12

speech debate 1930, cosine similarity=0.34
speech debate 1940, cosine similarity=0.36
speech debate 1950, cosine similarity=0.34
speech debate 1960, cosine similarity=0.32
speech debate 1970, cosine similarity=0.26
speech debate 1980, cosine similarity=0.24

speech english 1930, cosine similarity=0.13
speech english 1940, cosine similarity=0.25
speech english 1950, cosine similarity=0.18
speech english 1960, cosine similarity=0.12
speech english 1970, cosine similarity=0.21
speech english 1980, cosine similarity=0.19

speech microphone 1930, cosine similarity=0.16
speech microphone 1940, cosine similarity=0.15
speech microphone 1950, cosine similarity=0.14
speech microphone 1960, cosine similarity=0.06
speech microphone 1970, cosine similarity=0.13
speech microphone 1980, cosine similarity=0.18

speech mouth 1930, cosine similarity=0.10
speech mouth 1940, cosine similarity=0.09
speech mouth 1950, cosine similarity=0.07
